pid,date,dekad,B04,B08,B05,B11
1967,2025-01-02,0,703.7777777777778,2227.777777777778,1212.0,1493.3333333333333
2284,2025-01-02,0,361.3333333333333,4612.444444444444,1157.5555555555557,1206.4444444444443
2285,2025-01-02,0,714.3333333333334,1996.2222222222222,1142.3333333333333,1586.3333333333333
2289,2025-01-02,0,334.22222222222223,590.3333333333334,458.6666666666667,474.1111111111111
2298,2025-01-02,0,866.2222222222222,1873.7777777777778,1242.0,1682.0
2299,2025-01-02,0,879.5555555555555,1721.7777777777778,1159.888888888889,1787.888888888889
2304,2025-01-02,0,662.1111111111111,2449.1111111111113,1158.5555555555557,1593.7777777777778
2307,2025-01-02,0,570.0,2018.888888888889,992.8888888888889,1633.5555555555557
2324,2025-01-02,0,908.6666666666666,1313.7777777777778,1077.3333333333333,1474.7777777777778
2325,2025-01-02,0,807.3333333333334,1672.6666666666667,1126.111111111111,1921.888888888889
2326,2025-01-02,0,590.0,3877.3333333333335,1559.6666666666667,1850.0
2327,2025-01-02,0,802.0,1766.888888888889,1154.111111111111,2061.8888888888887
2328,2025-01-02,0,802.0,1766.888888888889,1154.111111111111,2061.8888888888887
2329,2025-01-02,0,1146.888888888889,1843.7777777777778,1421.5555555555557,1959.3333333333333
2332,2025-01-02,0,607.1111111111111,3046.8888888888887,913.0,1166.0
2333,2025-01-02,0,733.6666666666666,1534.4444444444443,831.8888888888889,1542.888888888889
2334,2025-01-02,0,700.5555555555555,2054.222222222222,1076.7777777777778,1468.3333333333333
2335,2025-01-02,0,392.1111111111111,1486.0,704.0,1090.5555555555557
2336,2025-01-02,0,829.8888888888889,1783.5555555555557,1191.111111111111,1909.4444444444443
2337,2025-01-02,0,249.66666666666666,2084.0,620.4444444444445,988.3333333333334
2338,2025-01-02,0,508.77777777777777,851.6666666666666,640.2222222222222,832.5555555555555
2339,2025-01-02,0,471.55555555555554,3495.777777777778,1248.0,1200.111111111111
2340,2025-01-02,0,697.7777777777778,1212.888888888889,844.7777777777778,1842.888888888889
2341,2025-01-02,0,470.0,3752.0,1479.7777777777778,1470.7777777777778
2342,2025-01-02,0,384.77777777777777,3106.6666666666665,1128.6666666666667,1284.2222222222222
2343,2025-01-02,0,514.3333333333334,2350.6666666666665,1086.888888888889,1685.111111111111
2344,2025-01-02,0,583.0,1998.2222222222222,1040.111111111111,1503.3333333333333
2364,2025-01-02,0,492.55555555555554,3798.222222222222,1403.0,1372.111111111111
2365,2025-01-02,0,345.8888888888889,3422.6666666666665,1034.3333333333333,1202.5555555555557
2366,2025-01-02,0,812.6666666666666,1636.888888888889,1113.2222222222222,1758.6666666666667
2367,2025-01-02,0,387.22222222222223,3041.3333333333335,1133.7777777777778,1422.3333333333333
2368,2025-01-02,0,581.0,1815.111111111111,985.8888888888889,1501.0
2369,2025-01-02,0,892.6666666666666,1503.5555555555557,1151.2222222222222,1399.0
2370,2025-01-02,0,362.22222222222223,4337.777777777777,1232.5555555555557,1417.888888888889
2371,2025-01-02,0,300.1111111111111,4918.222222222223,1286.0,1694.2222222222222
2372,2025-01-02,0,470.44444444444446,2755.5555555555557,1308.4444444444443,1169.111111111111
2373,2025-01-02,0,716.6666666666666,2353.5555555555557,1263.3333333333333,1496.0
2374,2025-01-02,0,320.3333333333333,707.7777777777778,654.8888888888889,922.8888888888889
